ppantID,image,confidence,choice,correct,intervention
280347,2,9,real,correct,D
,,,,,
280347,26,9,real,correct,D
,,,,,
280347,37,9,real,correct,D
,,,,,
280347,92,7,ai,correct,D
,,,,,
280347,14,4,real,correct,D
,,,,,
280347,54,2,ai,correct,D
,,,,,
280347,63,8,real,incorrect,D
,,,,,
280347,90,9,ai,correct,D
,,,,,
497505,68,9,real,incorrect,C
,,,,,
497505,14,9,real,correct,C
,,,,,
497505,88,9,real,incorrect,C
,,,,,
497505,26,9,real,correct,C
,,,,,
497505,33,8,real,correct,C
,,,,,
497505,8,7,ai,incorrect,C
,,,,,
497505,94,9,real,incorrect,C
,,,,,
497505,41,9,real,correct,C
,,,,,
497505,64,9,real,incorrect,C
,,,,,
497505,30,9,real,correct,C
,,,,,
497505,18,8,real,correct,C
,,,,,
497505,38,8,real,correct,C
,,,,,
497505,10,7,real,correct,C
,,,,,
497505,22,9,real,correct,C
,,,,,
497505,55,9,real,incorrect,C
,,,,,
497505,2,8,real,correct,C
,,,,,
497505,40,8,real,correct,C
,,,,,
497505,61,8,real,incorrect,C
,,,,,
497505,44,8,real,correct,C
,,,,,
497505,31,8,real,correct,C
,,,,,
914105,28,8,ai,incorrect,C
,,,,,
914105,68,9,ai,correct,C
,,,,,
914105,7,9,real,correct,C
,,,,,
914105,30,9,real,correct,C
,,,,,
914105,34,9,ai,incorrect,C
,,,,,
914105,1,9,ai,incorrect,C
,,,,,
914105,41,9,ai,incorrect,C
,,,,,
914105,86,9,ai,correct,C
,,,,,
914105,96,9,ai,correct,C
,,,,,
914105,55,9,real,incorrect,C
,,,,,
914105,60,9,ai,correct,C
,,,,,
914105,88,9,ai,correct,C
,,,,,
914105,79,9,ai,correct,C
,,,,,
914105,85,9,ai,correct,C
,,,,,
914105,97,9,ai,correct,C
,,,,,
914105,26,9,ai,incorrect,C
,,,,,
914105,48,9,ai,incorrect,C
,,,,,
914105,5,9,ai,incorrect,C
,,,,,
914105,66,9,ai,correct,C
,,,,,
914105,4,9,real,correct,C
,,,,,
112207,47,7,real,correct,B
,,,,,
112207,11,7,real,correct,B
,,,,,
112207,10,7,real,correct,B
,,,,,
112207,3,9,real,correct,B
,,,,,
112207,62,5,real,incorrect,B
,,,,,
112207,67,9,real,incorrect,B
,,,,,
112207,86,9,real,incorrect,B
,,,,,
112207,2,5,ai,incorrect,B
,,,,,
112207,81,7,real,incorrect,B
,,,,,
112207,81,7,real,incorrect,B
,,,,,
112207,73,7,real,incorrect,B
,,,,,
112207,6,9,real,correct,B
,,,,,
112207,84,5,real,incorrect,B
,,,,,
112207,87,5,ai,correct,B
,,,,,
112207,65,4,ai,correct,B
,,,,,
112207,53,8,real,incorrect,B
,,,,,
112207,74,5,real,incorrect,B
,,,,,
112207,80,4,ai,correct,B
,,,,,
112207,76,5,ai,correct,B
,,,,,
112207,30,5,real,correct,B
,,,,,
941750,56,6,real,incorrect,C
,,,,,
941750,41,8,real,correct,C
,,,,,
941750,8,4,ai,incorrect,C
,,,,,
941750,28,6,ai,incorrect,C
,,,,,
941750,42,9,real,correct,C
,,,,,
941750,27,7,real,correct,C
,,,,,
941750,14,4,real,correct,C
,,,,,
941750,31,4,ai,incorrect,C
,,,,,
941750,65,5,ai,correct,C
,,,,,
941750,79,7,ai,correct,C
,,,,,
941750,39,7,real,correct,C
,,,,,
941750,46,5,ai,incorrect,C
,,,,,
941750,63,8,real,incorrect,C
,,,,,
941750,100,6,ai,correct,C
,,,,,
941750,36,5,real,correct,C
,,,,,
941750,97,7,real,incorrect,C
,,,,,
941750,68,6,ai,correct,C
,,,,,
941750,64,6,real,incorrect,C
,,,,,
941750,64,6,real,incorrect,C
,,,,,
941750,77,6,real,incorrect,C
,,,,,
113395,79,6,ai,correct,D
,,,,,
113395,77,6,real,incorrect,D
,,,,,
113395,63,7,real,incorrect,D
,,,,,
113395,96,6,ai,correct,D
,,,,,
113395,23,6,ai,incorrect,D
,,,,,
113395,60,6,ai,correct,D
,,,,,
113395,86,7,real,incorrect,D
,,,,,
113395,28,6,real,correct,D
,,,,,
113395,45,7,ai,incorrect,D
,,,,,
113395,70,6,ai,correct,D
,,,,,
113395,93,7,real,incorrect,D
,,,,,
113395,42,7,ai,incorrect,D
,,,,,
113395,24,7,real,correct,D
,,,,,
113395,52,7,real,incorrect,D
,,,,,
113395,81,7,ai,correct,D
,,,,,
113395,44,7,real,correct,D
,,,,,
113395,29,7,real,correct,D
,,,,,
113395,16,7,ai,incorrect,D
,,,,,
113395,57,7,real,incorrect,D
,,,,,
113395,46,7,real,correct,D
,,,,,
693596,2,9,real,correct,A
,,,,,
693596,67,7,ai,correct,A
,,,,,
693596,41,8,real,correct,A
,,,,,
693596,66,8,real,incorrect,A
,,,,,
693596,3,9,real,correct,A
,,,,,
693596,19,9,real,correct,A
,,,,,
693596,51,8,real,incorrect,A
,,,,,
693596,100,9,real,incorrect,A
,,,,,
693596,53,4,ai,correct,A
,,,,,
693596,61,6,ai,correct,A
,,,,,
693596,16,7,ai,incorrect,A
,,,,,
693596,15,7,real,correct,A
,,,,,
693596,21,8,real,correct,A
,,,,,
693596,69,7,ai,correct,A
,,,,,
693596,32,8,real,correct,A
,,,,,
693596,96,9,real,incorrect,A
,,,,,
693596,46,9,real,correct,A
,,,,,
693596,70,6,ai,correct,A
,,,,,
693596,91,7,real,incorrect,A
,,,,,
693596,17,9,real,correct,A
,,,,,
341643,38,5,real,correct,A
,,,,,
341643,39,3,ai,incorrect,A
,,,,,
341643,65,7,ai,correct,A
,,,,,
341643,79,9,real,incorrect,A
,,,,,
341643,50,9,real,correct,A
,,,,,
341643,11,9,real,correct,A
,,,,,
341643,55,7,ai,correct,A
,,,,,
341643,53,7,real,incorrect,A
,,,,,
341643,91,9,ai,correct,A
,,,,,
341643,29,9,real,correct,A
,,,,,
341643,62,6,ai,correct,A
,,,,,
341643,23,9,real,correct,A
,,,,,
341643,37,6,real,correct,A
,,,,,
341643,25,9,real,correct,A
,,,,,
341643,33,5,ai,incorrect,A
,,,,,
341643,27,6,ai,incorrect,A
,,,,,
341643,26,9,real,correct,A
,,,,,
341643,98,9,ai,correct,A
,,,,,
341643,82,9,ai,correct,A
,,,,,
341643,90,9,real,incorrect,A
,,,,,
953869,2,6,real,correct,B
,,,,,
953869,47,4,ai,incorrect,B
,,,,,
953869,5,3,ai,incorrect,B
,,,,,
953869,79,6,ai,correct,B
,,,,,
953869,23,6,real,correct,B
,,,,,
953869,49,5,real,correct,B
,,,,,
953869,34,4,real,correct,B
,,,,,
953869,73,7,ai,correct,B
,,,,,
953869,84,5,ai,correct,B
,,,,,
953869,19,6,real,correct,B
,,,,,
953869,39,6,ai,incorrect,B
,,,,,
953869,21,7,ai,incorrect,B
,,,,,
953869,78,6,ai,correct,B
,,,,,
953869,53,6,real,incorrect,B
,,,,,
953869,48,6,ai,incorrect,B
,,,,,
953869,57,6,ai,correct,B
,,,,,
953869,89,5,ai,correct,B
,,,,,
953869,28,6,ai,incorrect,B
,,,,,
953869,12,5,ai,incorrect,B
,,,,,
953869,25,6,real,correct,B
,,,,,
878132,87,9,ai,correct,C
,,,,,
878132,97,9,ai,correct,C
,,,,,
878132,75,9,ai,correct,C
,,,,,
878132,14,9,real,correct,C
,,,,,
878132,22,8,real,correct,C
,,,,,
878132,70,7,ai,correct,C
,,,,,
878132,84,9,ai,correct,C
,,,,,
878132,95,0,real,incorrect,C
,,,,,
878132,99,9,ai,correct,C
,,,,,
878132,72,4,real,incorrect,C
,,,,,
878132,32,9,real,correct,C
,,,,,
878132,91,9,ai,correct,C
,,,,,
878132,59,3,ai,correct,C
,,,,,
878132,47,9,real,correct,C
,,,,,
878132,40,6,real,correct,C
,,,,,
878132,89,9,ai,correct,C
,,,,,
878132,15,9,real,correct,C
,,,,,
878132,100,9,ai,correct,C
,,,,,
878132,25,9,real,correct,C
,,,,,
878132,44,7,real,correct,C
,,,,,
115257,77,7,ai,correct,C
,,,,,
115257,4,7,real,correct,C
,,,,,
115257,68,6,ai,correct,C
,,,,,
115257,13,8,ai,incorrect,C
,,,,,
115257,91,5,ai,correct,C
,,,,,
115257,69,8,ai,correct,C
,,,,,
115257,92,8,ai,correct,C
,,,,,
115257,47,9,ai,incorrect,C
,,,,,
115257,42,8,ai,incorrect,C
,,,,,
115257,100,8,ai,correct,C
,,,,,
115257,86,6,real,incorrect,C
,,,,,
115257,17,3,real,correct,C
,,,,,
115257,19,3,ai,incorrect,C
,,,,,
115257,10,6,real,correct,C
,,,,,
115257,81,8,ai,correct,C
,,,,,
115257,73,8,real,incorrect,C
,,,,,
115257,85,7,ai,correct,C
,,,,,
115257,30,8,real,correct,C
,,,,,
115257,5,8,real,correct,C
,,,,,
115257,75,7,ai,correct,C
,,,,,
859438,60,8,real,incorrect,C
,,,,,
859438,12,6,ai,incorrect,C
,,,,,
859438,69,9,ai,correct,C
,,,,,
859438,26,9,real,correct,C
,,,,,
859438,15,9,real,correct,C
,,,,,
859438,55,7,ai,correct,C
,,,,,
859438,5,9,real,correct,C
,,,,,
859438,89,9,ai,correct,C
,,,,,
859438,79,9,ai,correct,C
,,,,,
859438,94,9,ai,correct,C
,,,,,
859438,74,8,ai,correct,C
,,,,,
859438,75,9,ai,correct,C
,,,,,
859438,7,9,real,correct,C
,,,,,
859438,61,9,ai,correct,C
,,,,,
859438,34,9,real,correct,C
,,,,,
859438,86,6,ai,correct,C
,,,,,
859438,78,9,ai,correct,C
,,,,,
859438,76,9,ai,correct,C
,,,,,
859438,46,9,real,correct,C
,,,,,
859438,36,9,ai,incorrect,C
,,,,,
715944,57,6,ai,correct,A
,,,,,
715944,15,8,real,correct,A
,,,,,
715944,10,7,real,correct,A
,,,,,
715944,7,7,real,correct,A
,,,,,
715944,53,9,ai,correct,A
,,,,,
715944,86,8,ai,correct,A
,,,,,
715944,43,8,real,correct,A
,,,,,
715944,44,8,real,correct,A
,,,,,
715944,74,6,ai,correct,A
,,,,,
715944,93,7,real,incorrect,A
,,,,,
715944,98,9,ai,correct,A
,,,,,
715944,64,9,ai,correct,A
,,,,,
715944,75,8,ai,correct,A
,,,,,
715944,46,9,real,correct,A
,,,,,
715944,41,7,real,correct,A
,,,,,
715944,50,7,real,correct,A
,,,,,
715944,49,8,real,correct,A
,,,,,
715944,68,9,ai,correct,A
,,,,,
715944,83,7,ai,correct,A
,,,,,
715944,24,7,real,correct,A
,,,,,
295358,85,5,real,incorrect,C
,,,,,
295358,42,5,real,correct,C
,,,,,
295358,86,6,ai,correct,C
,,,,,
295358,81,8,ai,correct,C
,,,,,
295358,70,7,ai,correct,C
,,,,,
295358,9,6,ai,incorrect,C
,,,,,
295358,8,6,real,correct,C
,,,,,
295358,39,5,real,correct,C
,,,,,
295358,18,7,real,correct,C
,,,,,
295358,80,5,ai,correct,C
,,,,,
295358,98,6,ai,correct,C
,,,,,
295358,50,5,real,correct,C
,,,,,
295358,44,7,ai,incorrect,C
,,,,,
295358,21,5,real,correct,C
,,,,,
295358,40,5,ai,incorrect,C
,,,,,
295358,19,7,real,correct,C
,,,,,
295358,48,5,ai,incorrect,C
,,,,,
295358,67,8,ai,correct,C
,,,,,
295358,11,8,real,correct,C
,,,,,
295358,71,5,ai,correct,C
,,,,,
524059,10,9,real,correct,C
,,,,,
524059,50,9,real,correct,C
,,,,,
524059,63,9,real,incorrect,C
,,,,,
524059,58,9,real,incorrect,C
,,,,,
524059,90,9,real,incorrect,C
,,,,,
524059,9,7,real,correct,C
,,,,,
524059,62,7,ai,correct,C
,,,,,
524059,41,9,real,correct,C
,,,,,
524059,56,9,real,incorrect,C
,,,,,
524059,17,7,ai,incorrect,C
,,,,,
524059,7,9,real,correct,C
,,,,,
524059,78,6,ai,correct,C
,,,,,
524059,98,9,real,incorrect,C
,,,,,
524059,76,9,real,incorrect,C
,,,,,
524059,89,6,ai,correct,C
,,,,,
524059,67,9,real,incorrect,C
,,,,,
524059,40,8,ai,incorrect,C
,,,,,
524059,95,7,ai,correct,C
,,,,,
524059,85,8,real,incorrect,C
,,,,,
524059,87,6,ai,correct,C
,,,,,
187076,64,7,ai,correct,A
,,,,,
187076,99,9,ai,correct,A
,,,,,
187076,71,8,ai,correct,A
,,,,,
187076,33,8,ai,incorrect,A
,,,,,
187076,73,8,real,incorrect,A
,,,,,
187076,46,9,real,correct,A
,,,,,
187076,30,9,real,correct,A
,,,,,
187076,57,6,ai,correct,A
,,,,,
187076,56,7,ai,correct,A
,,,,,
187076,40,8,real,correct,A
,,,,,
187076,35,9,ai,incorrect,A
,,,,,
187076,92,8,real,incorrect,A
,,,,,
187076,72,8,ai,correct,A
,,,,,
187076,12,9,ai,incorrect,A
,,,,,
187076,45,9,ai,incorrect,A
,,,,,
187076,17,8,real,correct,A
,,,,,
187076,58,8,ai,correct,A
,,,,,
187076,76,8,ai,correct,A
,,,,,
187076,39,8,real,correct,A
,,,,,
187076,14,8,real,correct,A
,,,,,
641566,30,7,real,correct,A
,,,,,
641566,78,7,ai,correct,A
,,,,,
641566,99,3,ai,correct,A
,,,,,
641566,88,5,real,incorrect,A
,,,,,
641566,76,6,ai,correct,A
,,,,,
641566,26,4,ai,incorrect,A
,,,,,
641566,67,3,ai,correct,A
,,,,,
641566,49,8,real,correct,A
,,,,,
641566,19,8,ai,incorrect,A
,,,,,
641566,72,7,real,incorrect,A
,,,,,
641566,28,7,ai,incorrect,A
,,,,,
641566,32,8,real,correct,A
,,,,,
641566,95,5,ai,correct,A
,,,,,
641566,20,7,real,correct,A
,,,,,
641566,7,8,ai,incorrect,A
,,,,,
641566,86,8,real,incorrect,A
,,,,,
641566,73,8,real,incorrect,A
,,,,,
641566,10,6,ai,incorrect,A
,,,,,
641566,57,5,ai,correct,A
,,,,,
641566,81,6,real,incorrect,A
,,,,,
290479,60,1,real,incorrect,B
,,,,,
290479,8,6,ai,incorrect,B
,,,,,
290479,64,0,real,incorrect,B
,,,,,
290479,92,7,real,incorrect,B
,,,,,
290479,52,0,real,incorrect,B
,,,,,
290479,3,3,ai,incorrect,B
,,,,,
290479,12,6,ai,incorrect,B
,,,,,
290479,20,4,ai,incorrect,B
,,,,,
290479,55,3,ai,correct,B
,,,,,
290479,29,6,ai,incorrect,B
,,,,,
290479,69,9,ai,correct,B
,,,,,
290479,66,9,ai,correct,B
,,,,,
290479,50,5,real,correct,B
,,,,,
290479,35,1,real,correct,B
,,,,,
290479,45,2,ai,incorrect,B
,,,,,
290479,62,2,ai,correct,B
,,,,,
290479,71,0,real,incorrect,B
,,,,,
290479,82,0,real,incorrect,B
,,,,,
290479,1,1,ai,incorrect,B
,,,,,
290479,79,3,ai,correct,B
,,,,,
12016,10,9,real,correct,A
,,,,,
12016,21,9,real,correct,A
,,,,,
12016,15,9,real,correct,A
,,,,,
12016,8,6,real,correct,A
,,,,,
12016,62,9,real,incorrect,A
,,,,,
12016,2,9,real,correct,A
,,,,,
12016,97,9,real,incorrect,A
,,,,,
12016,1,9,real,correct,A
,,,,,
12016,57,9,real,incorrect,A
,,,,,
12016,36,9,real,correct,A
,,,,,
12016,63,9,real,incorrect,A
,,,,,
12016,59,9,real,incorrect,A
,,,,,
12016,48,6,ai,incorrect,A
,,,,,
12016,81,9,real,incorrect,A
,,,,,
12016,83,9,real,incorrect,A
,,,,,
12016,80,9,real,incorrect,A
,,,,,
12016,22,9,real,correct,A
,,,,,
12016,37,6,ai,incorrect,A
,,,,,
12016,88,9,real,incorrect,A
,,,,,
12016,54,4,ai,correct,A
,,,,,
943989,100,9,ai,correct,C
,,,,,
943989,26,9,real,correct,C
,,,,,
943989,59,9,real,incorrect,C
,,,,,
943989,22,6,ai,incorrect,C
,,,,,
943989,33,9,real,correct,C
,,,,,
943989,86,9,ai,correct,C
,,,,,
943989,30,9,real,correct,C
,,,,,
943989,53,9,real,incorrect,C
,,,,,
943989,1,8,ai,incorrect,C
,,,,,
943989,40,9,real,correct,C
,,,,,
943989,85,9,real,incorrect,C
,,,,,
943989,76,9,real,incorrect,C
,,,,,
943989,96,9,ai,correct,C
,,,,,
943989,38,9,real,correct,C
,,,,,
943989,23,9,real,correct,C
,,,,,
943989,50,9,real,correct,C
,,,,,
943989,25,9,ai,incorrect,C
,,,,,
943989,44,9,ai,incorrect,C
,,,,,
943989,63,9,real,incorrect,C
,,,,,
943989,12,9,real,correct,C
,,,,,
138540,33,9,real,correct,D
,,,,,
138540,79,9,real,incorrect,D
,,,,,
138540,25,9,real,correct,D
,,,,,
138540,19,8,real,correct,D
,,,,,
138540,7,9,real,correct,D
,,,,,
138540,40,5,ai,incorrect,D
,,,,,
138540,13,9,real,correct,D
,,,,,
138540,20,9,real,correct,D
,,,,,
138540,46,9,real,correct,D
,,,,,
138540,94,9,real,incorrect,D
,,,,,
138540,30,9,real,correct,D
,,,,,
138540,43,9,real,correct,D
,,,,,
138540,24,9,real,correct,D
,,,,,
138540,55,9,real,incorrect,D
,,,,,
138540,93,9,real,incorrect,D
,,,,,
138540,1,5,real,correct,D
,,,,,
138540,42,7,real,correct,D
,,,,,
138540,4,8,real,correct,D
,,,,,
138540,70,9,real,incorrect,D
,,,,,
138540,35,9,real,correct,D
,,,,,
488181,42,7,ai,incorrect,C
,,,,,
488181,93,8,ai,correct,C
,,,,,
488181,31,7,real,correct,C
,,,,,
488181,17,8,real,correct,C
,,,,,
488181,21,7,real,correct,C
,,,,,
488181,27,7,ai,incorrect,C
,,,,,
488181,72,9,ai,correct,C
,,,,,
488181,98,8,ai,correct,C
,,,,,
488181,94,9,ai,correct,C
,,,,,
488181,14,9,real,correct,C
,,,,,
488181,65,5,ai,correct,C
,,,,,
488181,33,7,real,correct,C
,,,,,
488181,30,9,real,correct,C
,,,,,
488181,22,6,ai,incorrect,C
,,,,,
488181,75,8,ai,correct,C
,,,,,
488181,59,6,real,incorrect,C
,,,,,
488181,51,9,ai,correct,C
,,,,,
488181,48,6,ai,incorrect,C
,,,,,
488181,69,6,ai,correct,C
,,,,,
488181,69,6,ai,correct,C
,,,,,
488822,4,9,real,correct,D
,,,,,
488822,54,7,real,incorrect,D
,,,,,
488822,94,7,ai,correct,D
,,,,,
488822,72,9,real,incorrect,D
,,,,,
488822,28,9,real,correct,D
,,,,,
488822,1,9,real,correct,D
,,,,,
488822,41,9,real,correct,D
,,,,,
488822,57,8,ai,correct,D
,,,,,
488822,88,9,ai,correct,D
,,,,,
488822,78,8,ai,correct,D
,,,,,
488822,96,9,real,incorrect,D
,,,,,
488822,68,9,real,incorrect,D
,,,,,
488822,65,9,real,incorrect,D
,,,,,
488822,23,9,real,correct,D
,,,,,
488822,64,9,real,incorrect,D
,,,,,
488822,11,9,real,correct,D
,,,,,
488822,50,9,ai,incorrect,D
,,,,,
488822,74,9,real,incorrect,D
,,,,,
488822,74,9,real,incorrect,D
,,,,,
488822,93,9,ai,correct,D
,,,,,
986620,32,6,real,correct,C
,,,,,
986620,57,7,ai,correct,C
,,,,,
986620,46,6,real,correct,C
,,,,,
986620,82,6,real,incorrect,C
,,,,,
986620,55,8,ai,correct,C
,,,,,
986620,77,5,ai,correct,C
,,,,,
986620,71,7,ai,correct,C
,,,,,
986620,8,5,ai,incorrect,C
,,,,,
986620,99,8,ai,correct,C
,,,,,
986620,60,6,real,incorrect,C
,,,,,
986620,68,7,ai,correct,C
,,,,,
986620,84,6,ai,correct,C
,,,,,
986620,18,8,real,correct,C
,,,,,
986620,39,7,real,correct,C
,,,,,
986620,91,7,ai,correct,C
,,,,,
986620,78,6,real,incorrect,C
,,,,,
986620,67,8,ai,correct,C
,,,,,
986620,10,7,real,correct,C
,,,,,
986620,27,7,real,correct,C
,,,,,
986620,63,6,real,incorrect,C
,,,,,
112617,11,8,ai,incorrect,A
,,,,,
112617,24,9,real,correct,A
,,,,,
112617,45,5,real,correct,A
,,,,,
112617,72,9,ai,correct,A
,,,,,
112617,37,6,ai,incorrect,A
,,,,,
112617,9,9,real,correct,A
,,,,,
112617,4,9,real,correct,A
,,,,,
112617,33,9,real,correct,A
,,,,,
112617,51,7,ai,correct,A
,,,,,
112617,6,9,real,correct,A
,,,,,
112617,94,9,ai,correct,A
,,,,,
112617,26,9,ai,incorrect,A
,,,,,
112617,8,9,real,correct,A
,,,,,
112617,8,9,real,correct,A
,,,,,
112617,76,9,ai,correct,A
,,,,,
112617,23,7,ai,incorrect,A
,,,,,
112617,17,9,real,correct,A
,,,,,
112617,58,9,real,incorrect,A
,,,,,
112617,40,9,ai,incorrect,A
,,,,,
112617,2,8,real,correct,A
,,,,,
621783,15,7,real,correct,A
,,,,,
621783,63,7,ai,correct,A
,,,,,
621783,91,8,ai,correct,A
,,,,,
621783,70,4,real,incorrect,A
,,,,,
621783,71,7,ai,correct,A
,,,,,
621783,26,7,ai,incorrect,A
,,,,,
621783,84,5,ai,correct,A
,,,,,
621783,79,6,ai,correct,A
,,,,,
621783,13,4,ai,incorrect,A
,,,,,
621783,78,6,ai,correct,A
,,,,,
621783,23,6,ai,incorrect,A
,,,,,
621783,57,7,ai,correct,A
,,,,,
621783,42,5,ai,incorrect,A
,,,,,
621783,39,6,ai,incorrect,A
,,,,,
621783,18,7,ai,incorrect,A
,,,,,
621783,48,4,real,correct,A
,,,,,
621783,32,6,real,correct,A
,,,,,
621783,56,7,ai,correct,A
,,,,,
621783,60,6,ai,correct,A
,,,,,
621783,51,6,ai,correct,A
,,,,,
622242,23,9,ai,incorrect,C
,,,,,
622242,54,6,real,incorrect,C
,,,,,
622242,74,7,ai,correct,C
,,,,,
622242,4,8,real,correct,C
,,,,,
622242,2,7,real,correct,C
,,,,,
622242,34,5,real,correct,C
,,,,,
622242,95,7,ai,correct,C
,,,,,
622242,51,9,ai,correct,C
,,,,,
622242,55,7,real,incorrect,C
,,,,,
622242,50,7,real,correct,C
,,,,,
622242,60,7,real,incorrect,C
,,,,,
622242,32,7,real,correct,C
,,,,,
622242,17,8,real,correct,C
,,,,,
622242,78,6,ai,correct,C
,,,,,
622242,31,8,ai,incorrect,C
,,,,,
622242,18,8,ai,incorrect,C
,,,,,
622242,40,9,ai,incorrect,C
,,,,,
622242,69,8,real,incorrect,C
,,,,,
622242,39,9,real,correct,C
,,,,,
622242,27,7,real,correct,C
,,,,,
717979,13,6,real,correct,C
,,,,,
717979,22,8,real,correct,C
,,,,,
717979,89,8,ai,correct,C
,,,,,
717979,34,8,ai,incorrect,C
,,,,,
717979,97,9,ai,correct,C
,,,,,
717979,98,6,ai,correct,C
,,,,,
717979,73,7,real,incorrect,C
,,,,,
717979,1,9,real,correct,C
,,,,,
717979,67,8,ai,correct,C
,,,,,
717979,29,6,ai,incorrect,C
,,,,,
717979,42,7,real,correct,C
,,,,,
717979,66,3,ai,correct,C
,,,,,
717979,41,7,real,correct,C
,,,,,
717979,84,6,real,incorrect,C
,,,,,
717979,56,6,ai,correct,C
,,,,,
717979,100,7,ai,correct,C
,,,,,
717979,53,8,real,incorrect,C
,,,,,
717979,85,8,real,incorrect,C
,,,,,
717979,82,8,real,incorrect,C
,,,,,
717979,35,5,real,correct,C
,,,,,
750310,33,6,real,correct,C
,,,,,
750310,78,7,real,incorrect,C
,,,,,
750310,7,6,ai,incorrect,C
,,,,,
750310,20,7,ai,incorrect,C
,,,,,
750310,90,8,real,incorrect,C
,,,,,
750310,9,8,ai,incorrect,C
,,,,,
750310,88,7,real,incorrect,C
,,,,,
750310,84,7,real,incorrect,C
,,,,,
750310,100,6,real,incorrect,C
,,,,,
750310,87,7,real,incorrect,C
,,,,,
750310,39,7,real,correct,C
,,,,,
750310,89,7,real,incorrect,C
,,,,,
750310,85,9,real,incorrect,C
,,,,,
750310,2,5,real,correct,C
,,,,,
750310,5,8,real,correct,C
,,,,,
750310,91,9,real,incorrect,C
,,,,,
750310,34,7,ai,incorrect,C
,,,,,
750310,73,8,real,incorrect,C
,,,,,
